timestamp,inflow,outflow,scenario,net_flow,cumulative_net_flow,intraday_position,buffer_available,buffer_usage_pct,warning_flag,breach_flag,time_since_start_min
2026-01-05 13:15:00,4205876.704681261,1684100.6227956887,base_case,2521776.0818855725,-23622386.82910641,40377613.1708936,10377613.170893596,0.694776083209012,True,False,255.0
2026-01-05 13:30:00,6010177.435049636,1647364.1821404772,base_case,4362813.252909159,-19259573.57619725,44740426.42380275,14740426.423802748,0.5664580463587428,False,False,270.0
2026-01-05 13:45:00,6266804.931676543,1496641.4971631635,base_case,4770163.43451338,-14489410.141683873,49510589.85831612,19510589.858316123,0.4261591218142316,False,False,285.0
2026-01-05 14:00:00,6955948.99337321,1851079.9081142384,base_case,5104869.085258972,-9384541.0564249,54615458.9435751,24615458.9435751,0.2760159134242618,False,False,300.0
2026-01-05 14:15:00,6412834.69426569,1719733.794632889,base_case,4693100.8996328,-4691440.1567921005,59308559.843207896,29308559.843207896,0.1379835340232972,False,False,315.0
2026-01-05 14:30:00,7691822.227972072,1645119.8469270666,base_case,6046702.381045005,1355262.2242529048,65355262.2242529,35355262.2242529,-0.0398606536544972,False,False,330.0
2026-01-05 14:45:00,7315539.153055311,1555636.588795554,base_case,5759902.564259757,7115164.788512662,71115164.78851266,41115164.78851266,-0.2092695526033134,False,False,345.0
2026-01-05 15:00:00,6638298.662989371,1280723.8385141606,base_case,5357574.824475211,12472739.612987872,76472739.61298788,46472739.61298788,-0.3668452827349375,False,False,360.0
2026-01-05 15:15:00,5018498.480164183,1165582.2636286414,base_case,3852916.216535542,16325655.829523414,80325655.82952341,50325655.82952341,-0.4801663479271592,False,False,375.0
2026-01-05 15:30:00,4746170.969071528,873431.3431987616,base_case,3872739.625872767,20198395.455396183,84198395.45539618,54198395.455396175,-0.5940704545704758,False,False,390.0
2026-01-05 15:45:00,3453998.525532757,722601.376621216,base_case,2731397.148911541,22929792.60430772,86929792.60430773,56929792.604307726,-0.6744056648325802,False,False,405.0
2026-01-05 16:00:00,2879833.566229033,696784.5861632872,base_case,2183048.980065746,25112841.584373467,89112841.58437347,59112841.584373474,-0.7386129877756904,False,False,420.0
2026-01-05 16:15:00,2619054.5984907355,519188.1312515589,base_case,2099866.467239177,27212708.051612645,91212708.05161265,61212708.051612645,-0.8003737662239014,False,False,435.0
2026-01-05 16:30:00,1983363.333640453,410108.4809820555,base_case,1573254.8526583975,28785962.904271044,92785962.90427104,62785962.90427104,-0.8466459677726776,False,False,450.0
2026-01-05 16:45:00,1512068.398731543,324358.9080993492,base_case,1187709.490632194,29973672.39490324,93973672.39490324,63973672.39490324,-0.8815785998500953,False,False,465.0
2026-01-05 09:00:00,15448.482815479763,771684.4307109703,stress_volume,-756235.9478954906,-756235.9478954906,63243764.05210451,33243764.05210451,0.022242233761632,False,False,0.0
2026-01-05 09:15:00,24091.51701036956,1154510.677289877,stress_volume,-1130419.1602795075,-1886655.108174998,62113344.891825005,32113344.891825005,0.055489856122794,False,False,15.0
2026-01-05 09:30:00,45455.65185932883,1668340.699186145,stress_volume,-1622885.0473268162,-3509540.1555018146,60490459.84449819,30490459.844498187,0.103221769279465,False,False,30.0
2026-01-05 09:45:00,70719.3758332403,2033936.3013530576,stress_volume,-1963216.9255198173,-5472757.081021632,58527242.91897837,28527242.91897837,0.1609634435594596,False,False,45.0
2026-01-05 10:00:00,92813.11019615571,2524883.5182607197,stress_volume,-2432070.408064564,-7904827.489086196,56095172.51091381,26095172.510913804,0.232494926149594,False,False,60.0
2026-01-05 10:15:00,186006.44456833383,3395637.763495251,stress_volume,-3209631.3189269174,-11114458.808013111,52885541.19198689,22885541.19198689,0.3268958472945033,False,False,75.0
2026-01-05 10:30:00,263191.8890794006,3599295.050617821,stress_volume,-3336103.16153842,-14450561.969551532,49549438.03044847,19549438.030448467,0.4250165285162216,False,False,90.0
2026-01-05 10:45:00,386961.2179252296,4498868.182505195,stress_volume,-4111906.9645799655,-18562468.9341315,45437531.0658685,15437531.065868497,0.5459549686509266,False,False,105.0
2026-01-05 11:00:00,489611.3957164086,4375898.624029189,stress_volume,-3886287.2283127806,-22448756.16244428,41551243.83755572,11551243.83755572,0.6602575341895376,True,False,120.0
2026-01-05 11:15:00,753044.5159239488,4888113.150385918,stress_volume,-4135068.634461969,-26583824.796906248,37416175.20309375,7416175.203093752,0.7818771999090073,True,False,135.0
2026-01-05 11:30:00,994541.8240516566,4507703.252678655,stress_volume,-3513161.4286269983,-30096986.225533247,33903013.77446675,3903013.774466753,0.8852054772215661,True,False,150.0
2026-01-05 11:45:00,1542790.0482740758,3706628.467341164,stress_volume,-2163838.419067088,-32260824.644600336,31739175.355399664,1739175.3553996645,0.9488477836647158,True,False,165.0
2026-01-05 12:00:00,1843559.5448031053,3883333.9789634766,stress_volume,-2039774.434160371,-34300599.078760706,29699400.92123929,0.0,1.0,True,True,180.0
2026-01-05 12:15:00,2450359.106750756,3751801.924480835,stress_volume,-1301442.8177300794,-35602041.89649078,28397958.103509218,0.0,1.0,True,True,195.0
2026-01-05 12:30:00,2717259.424446546,2932909.0504178656,stress_volume,-215649.6259713196,-35817691.5224621,28182308.4775379,0.0,1.0,True,True,210.0
2026-01-05 12:45:00,3074027.9740002444,2540184.526113429,stress_volume,533843.4478868153,-35283848.07457528,28716151.92542472,0.0,1.0,True,True,225.0
2026-01-05 13:00:00,4032921.976101764,2615013.567213312,stress_volume,1417908.4088884522,-33865939.66568683,30134060.33431317,134060.33431316912,0.9960570489907892,True,True,240.0
2026-01-05 13:15:00,3995582.869447198,2074811.967284289,stress_volume,1920770.9021629093,-31945168.76352392,32054831.23647608,2054831.2364760784,0.9395637871624682,True,False,255.0
2026-01-05 13:30:00,5709668.563297154,2029552.672397068,stress_volume,3680115.890900086,-28265052.872623835,35734947.12737617,5734947.127376169,0.8313250844889362,True,False,270.0
2026-01-05 13:45:00,5953464.685092716,1843862.3245050176,stress_volume,4109602.3605876975,-24155450.512036137,39844549.48796386,9844549.487963865,0.7104544268245923,True,False,285.0
2026-01-05 14:00:00,6608151.543704549,2280530.446796742,stress_volume,4327621.096907808,-19827829.415128328,44172170.58487167,14172170.584871672,0.5831714533861273,False,False,300.0
2026-01-05 14:15:00,6092192.9595524045,2118712.03498772,stress_volume,3973480.924564684,-15854348.490563644,48145651.509436354,18145651.509436358,0.4663043673695189,False,False,315.0
2026-01-05 14:30:00,7307231.116573468,2026787.6514141464,stress_volume,5280443.465159321,-10573905.025404325,53426094.97459568,23426094.97459568,0.3109972066295388,False,False,330.0
2026-01-05 14:45:00,6949762.195402545,1916544.277396123,stress_volume,5033217.918006422,-5540687.107397901,58459312.8926021,28459312.8926021,0.1629613855117029,False,False,345.0
2026-01-05 15:00:00,6306383.729839902,1577851.769049446,stress_volume,4728531.960790456,-812155.1466074446,63187844.85339256,33187844.85339256,0.0238869160766894,False,False,360.0
2026-01-05 15:15:00,4767573.556155974,1435997.3487904863,stress_volume,3331576.207365488,2519421.060758043,66519421.06075804,36519421.06075804,-0.0741006194340598,False,False,375.0
2026-01-05 15:30:00,4508862.420617951,1076067.4148208746,stress_volume,3432795.0057970765,5952216.06655512,69952216.06655511,39952216.06655511,-0.1750651784280914,False,False,390.0
2026-01-05 15:45:00,3281298.5992561188,890244.8959973382,stress_volume,2391053.7032587808,8343269.769813901,72343269.7698139,42343269.769813895,-0.2453902873474676,False,False,405.0
2026-01-05 16:00:00,2735841.887917581,858438.61015317,stress_volume,1877403.2777644112,10220673.047578312,74220673.0475783,44220673.04757831,-0.3006080308111265,False,False,420.0
2026-01-05 16:15:00,2488101.8685661987,639639.7777019206,stress_volume,1848462.090864278,12069135.13844259,76069135.13844259,46069135.13844259,-0.3549745628953702,False,False,435.0
2026-01-05 16:30:00,1884195.1669584303,505253.64856989245,stress_volume,1378941.518388538,13448076.656831129,77448076.65683113,47448076.65683113,-0.3955316663773862,False,False,450.0
2026-01-05 16:45:00,1436464.9787949657,399610.17477839824,stress_volume,1036854.8040165674,14484931.460847696,78484931.46084769,48484931.46084769,-0.4260273959072851,False,False,465.0
2026-01-05 09:00:00,10516.98772907375,930155.340589116,severe_stress,-919638.352860042,-919638.352860042,63080361.64713996,33080361.64713996,0.0270481868488247,False,False,0.0
2026-01-05 09:15:00,16400.97553909598,1391597.691376191,severe_stress,-1375196.7158370952,-2294835.0686971373,61705164.93130286,31705164.93130286,0.0674951490793276,False,False,15.0
2026-01-05 09:30:00,30945.209217735297,2010946.3784833,severe_stress,-1980001.1692655643,-4274836.237962702,59725163.7620373,29725163.7620373,0.1257304775871383,False,False,30.0
2026-01-05 09:45:00,48144.19750661095,2451619.6489523468,severe_stress,-2403475.451445736,-6678311.689408438,57321688.31059156,27321688.310591564,0.1964209320414246,False,False,45.0
2026-01-05 10:00:00,63185.12650653621,4260740.937064963,severe_stress,-4197555.810558427,-10875867.499966864,53124132.50003313,23124132.500033133,0.3198784558813784,False,False,60.0
2026-01-05 10:15:00,126629.10127935772,5730138.725898236,severe_stress,-5603509.624618879,-16479377.124585744,47520622.87541425,17520622.875414252,0.4846875624878161,False,False,75.0
2026-01-05 10:30:00,179175.2562954729,6073810.397917572,severe_stress,-5894635.141622099,-22374012.266207844,41625987.73379216,11625987.733792156,0.6580591843002307,True,False,90.0
2026-01-05 10:45:00,263434.6964136288,7591840.057977516,severe_stress,-7328405.361563887,-29702417.62777173,34297582.372228265,4297582.372228265,0.8736005184638745,True,False,105.0
2026-01-05 11:00:00,306651.34784343484,7384328.928049255,severe_stress,-7077677.5802058205,-36780095.20797755,27219904.79202245,0.0,1.0,True,True,120.0
2026-01-05 11:15:00,471643.6704997364,8248690.941276236,severe_stress,-7777047.2707765,-44557142.47875405,19442857.52124595,0.0,1.0,True,True,135.0
2026-01-05 11:30:00,889853.2109935875,7606749.23889523,severe_stress,-6716896.027901642,-51274038.50665569,12725961.493344309,0.0,1.0,True,True,150.0
2026-01-05 11:45:00,1380391.0958241732,4467811.099027296,severe_stress,-3087420.0032031224,-54361458.50985882,9638541.490141183,0.0,1.0,True,True,165.0
2026-01-05 12:00:00,1649500.645350147,4680804.349643476,severe_stress,-3031303.7042933293,-57392762.21415214,6607237.785847858,0.0,1.0,True,True,180.0
2026-01-05 12:15:00,2192426.5691980445,4111146.5893255896,severe_stress,-1918720.020127545,-59311482.234279685,4688517.765720315,0.0,1.0,True,True,195.0
2026-01-05 12:30:00,2431232.1166100674,3213820.793883213,severe_stress,-782588.6772731454,-60094070.91155283,3905929.088447169,0.0,1.0,True,True,210.0
2026-01-05 12:45:00,2750446.082000219,2783481.420660007,severe_stress,-33035.338659788016,-60127106.25021262,3872893.749787383,0.0,1.0,True,True,225.0
2026-01-05 13:00:00,3608403.87335421,2865477.5290080933,severe_stress,742926.3443461168,-59384179.9058665,4615820.094133496,0.0,1.0,True,True,240.0
2026-01-05 13:15:00,3574995.1989790723,2273535.84077418,severe_stress,1301459.3582048924,-58082720.54766161,5917279.45233839,0.0,1.0,True,True,255.0
2026-01-05 13:30:00,5108650.819792191,2223941.6458896445,severe_stress,2884709.173902546,-55198011.37375906,8801988.626240939,0.0,1.0,True,True,270.0
2026-01-05 13:45:00,5326784.191925062,2020466.021170271,severe_stress,3306318.170754791,-51891693.20300427,12108306.79699573,0.0,1.0,True,True,285.0
2026-01-05 14:00:00,5912556.644367228,2498957.875954222,severe_stress,3413598.7684130063,-48478094.43459126,15521905.565408736,0.0,1.0,True,True,300.0
2026-01-05 14:15:00,5450909.490125836,2321640.6227544006,severe_stress,3129268.8673714357,-45348825.56721983,18651174.43278017,0.0,1.0,True,True,315.0
2026-01-05 14:30:00,6538048.89377626,2220911.79335154,severe_stress,4317137.10042472,-41031688.46679511,22968311.53320489,0.0,1.0,True,True,330.0
2026-01-05 14:45:00,6218208.280097014,2100109.394873998,severe_stress,4118098.885223016,-36913589.58157209,27086410.418427907,0.0,1.0,True,True,345.0
2026-01-05 15:00:00,5642553.863540965,1728977.1819941169,severe_stress,3913576.681546848,-33000012.900025245,30999987.099974755,999987.0999747552,0.9705886147066248,True,True,360.0
2026-01-05 15:15:00,4265723.708139556,1573536.055898666,severe_stress,2692187.6522408896,-30307825.247784358,33692174.752215646,3692174.752215646,0.8914066249348339,True,False,375.0
2026-01-05 15:30:00,4034245.323710799,1179132.3133183282,severe_stress,2855113.0103924703,-27452712.23739188,36547287.76260812,6547287.762608118,0.8074327128644672,True,False,390.0
2026-01-05 15:45:00,2935898.746702844,975511.8584386416,severe_stress,1960386.8882642016,-25492325.34912768,38507674.65087232,8507674.65087232,0.7497742749743435,True,False,405.0
2026-01-05 16:00:00,2447858.531294678,940659.1913204376,severe_stress,1507199.3399742402,-23985126.00915344,40014873.99084656,10014873.99084656,0.70544488262216,True,False,420.0
2026-01-05 16:15:00,2226196.408717125,700903.9771896044,severe_stress,1525292.4315275208,-22459833.57762592,41540166.422374085,11540166.422374085,0.6605833405184093,True,False,435.0
2026-01-05 16:30:00,1685858.833594385,553646.4493257749,severe_stress,1132212.3842686105,-21327621.193357307,42672378.806642696,12672378.806642696,0.6272829762752148,True,False,450.0
2026-01-05 16:45:00,1285258.1389218117,437884.5259341214,severe_stress,847373.6129876901,-20480247.580369618,43519752.41963038,13519752.419630378,0.6023602229520477,True,False,465.0
