transaction_id,card_id,timestamp,merchant_segment,channel,country,amount,fraud_pattern,is_fraud,rule_velocity,rule_high_amount,any_rule_hit
T0010142,C000736,2026-01-10 00:01:30,digital_content,card_not_present,US,22.91,,False,False,False,False
T0018639,C000320,2026-01-10 00:01:32,gaming,card_present,BR,12.28,,False,False,False,False
T0016793,C001666,2026-01-10 00:01:35,digital_content,card_present,FR,22.92,,False,False,False,False
T0008225,C002227,2026-01-10 00:01:38,gaming,card_not_present,BR,28.51,,False,False,False,False
T0003856,C001779,2026-01-10 00:01:38,digital_content,card_present,DE,39.39,,False,False,False,False
T0020294,C000022,2026-01-10 00:01:42,marketplace,card_present,IN,47.52,,False,False,False,False
T0025332,C001112,2026-01-10 00:01:44,digital_content,card_not_present,FR,11.16,,False,False,False,False
T0009073,C000052,2026-01-10 00:01:46,marketplace,card_not_present,GB,39.69,,False,False,False,False
T0036496,C001399,2026-01-10 00:01:47,electronics,card_not_present,IN,288.9,,False,False,False,False
T0037046,C002310,2026-01-10 00:01:49,marketplace,card_present,BR,56.2,,False,False,False,False
T0011493,C000008,2026-01-10 00:01:53,electronics,card_not_present,CA,228.77,,False,False,False,False
T0012481,C002415,2026-01-10 00:01:54,marketplace,card_not_present,CA,31.06,,False,False,False,False
T0038563,C000905,2026-01-10 00:01:55,digital_content,card_present,DE,14.18,,False,False,False,False
T0032801,C001552,2026-01-10 00:01:56,gaming,card_not_present,DE,14.93,,False,False,False,False
T0002439,C002111,2026-01-10 00:01:57,gaming,card_not_present,IN,20.5,,False,False,False,False
T0010865,C002028,2026-01-10 00:02:00,marketplace,card_not_present,IN,59.64,,False,False,False,False
T0043661,C000734,2026-01-10 00:02:03,fuel,card_not_present,BR,34.49,,False,False,False,False
T0037848,C000487,2026-01-10 00:02:04,digital_content,card_not_present,GB,37.34,,False,False,False,False
T0043577,C002461,2026-01-10 00:02:06,fuel,card_present,CA,80.64,,False,False,False,False
T0046758,C000791,2026-01-10 00:02:07,grocery,card_not_present,FR,41.38,,False,False,False,False
T0024114,C000896,2026-01-10 00:02:16,travel,card_not_present,BR,91.14,,False,False,False,False
T0043642,C000082,2026-01-10 00:02:17,grocery,card_present,FR,20.06,,False,False,False,False
T0008477,C001154,2026-01-10 00:02:21,electronics,card_not_present,BR,48.03,,False,False,False,False
T0000065,C001028,2026-01-10 00:02:23,gaming,card_present,GB,15.54,,False,False,False,False
T0024284,C001605,2026-01-10 00:02:23,fuel,card_not_present,FR,45.21,,False,False,False,False
T0010132,C001283,2026-01-10 00:02:23,fashion,card_not_present,BR,34.7,,False,False,False,False
T0016118,C001775,2026-01-10 00:02:24,fashion,card_not_present,CA,54.52,,False,False,False,False
T0048082,C000901,2026-01-10 00:02:25,gaming,card_not_present,CA,19.49,,False,False,False,False
T0022812,C001041,2026-01-10 00:02:33,gaming,card_not_present,DE,24.78,,False,False,False,False
T0036405,C002079,2026-01-10 00:02:33,electronics,card_present,IN,112.18,,False,False,False,False
T0027095,C002469,2026-01-10 00:02:34,digital_content,card_not_present,GB,22.31,,False,False,False,False
T0044414,C001032,2026-01-10 00:02:39,electronics,card_not_present,IN,307.29,,False,False,False,False
T0036023,C000603,2026-01-10 00:02:42,fashion,card_present,IN,34.16,,False,False,False,False
T0025322,C002383,2026-01-10 00:02:42,fashion,card_not_present,US,113.61,,False,False,False,False
T0048340,C001327,2026-01-10 00:02:42,travel,card_not_present,DE,400.68,,False,False,False,False
T0031648,C001517,2026-01-10 00:02:49,gaming,card_not_present,FR,19.48,,False,False,False,False
T0043459,C002453,2026-01-10 00:02:49,grocery,card_not_present,FR,26.85,,False,False,False,False
T0005544,C001999,2026-01-10 00:02:50,grocery,card_present,DE,36.11,,False,False,False,False
T0004861,C000148,2026-01-10 00:02:51,grocery,card_not_present,US,31.25,,False,False,False,False
T0036505,C000409,2026-01-10 00:02:53,fashion,card_not_present,IN,132.68,,False,False,False,False
T0003436,C001516,2026-01-10 00:02:54,gaming,card_not_present,FR,13.06,,False,False,False,False
T0047312,C000166,2026-01-10 00:02:54,electronics,card_not_present,BR,121.28,,False,False,False,False
T0009864,C001575,2026-01-10 00:02:55,fuel,card_not_present,CA,28.18,,False,False,False,False
T0031537,C002494,2026-01-10 00:02:56,electronics,card_not_present,DE,171.5,,False,False,False,False
T0021408,C001675,2026-01-10 00:02:58,fashion,card_present,US,33.47,,False,False,False,False
T0000993,C000493,2026-01-10 00:03:01,fashion,card_not_present,CA,49.8,,False,False,False,False
T0047604,C000059,2026-01-10 00:03:04,marketplace,card_present,FR,98.7,,False,False,False,False
T0040181,C000579,2026-01-10 00:03:06,digital_content,card_present,US,15.81,,False,False,False,False
T0038262,C001029,2026-01-10 00:03:07,travel,card_not_present,GB,39.06,,False,False,False,False
T0011812,C002204,2026-01-10 00:03:08,marketplace,card_not_present,FR,71.8,,False,False,False,False
T0024932,C001947,2026-01-10 00:03:14,gaming,card_not_present,BR,15.37,,False,False,False,False
T0043964,C001000,2026-01-10 00:03:14,fuel,card_not_present,IN,36.11,,False,False,False,False
T0012069,C002288,2026-01-10 00:03:15,digital_content,card_present,CA,25.08,,False,False,False,False
T0030575,C000393,2026-01-10 00:03:16,gaming,card_present,DE,26.62,,False,False,False,False
T0011679,C000189,2026-01-10 00:03:17,grocery,card_present,CA,31.59,,False,False,False,False
T0032010,C000255,2026-01-10 00:03:17,electronics,card_present,IN,97.16,,False,False,False,False
T0000080,C001675,2026-01-10 00:03:18,electronics,card_present,IN,47.1,,False,False,False,False
T0026704,C002224,2026-01-10 00:03:21,grocery,card_present,US,37.82,,False,False,False,False
T0034855,C000453,2026-01-10 00:03:22,travel,card_present,FR,83.83,,False,False,False,False
T0019063,C000002,2026-01-10 00:03:22,digital_content,card_not_present,FR,13.6,,False,False,False,False
T0037344,C001663,2026-01-10 00:03:24,digital_content,card_not_present,CA,6.29,,False,False,False,False
T0028866,C002013,2026-01-10 00:03:24,travel,card_not_present,DE,35.22,,False,False,False,False
T0045661,C000466,2026-01-10 00:03:26,gaming,card_not_present,IN,26.66,,False,False,False,False
T0042639,C000439,2026-01-10 00:03:27,electronics,card_present,IN,183.4,,False,False,False,False
T0007796,C001001,2026-01-10 00:03:27,marketplace,card_present,GB,32.26,,False,False,False,False
T0025936,C000504,2026-01-10 00:03:29,fashion,card_not_present,CA,36.27,,False,False,False,False
T0044912,C002150,2026-01-10 00:03:31,gaming,card_present,IN,119.07,,False,False,False,False
T0032682,C001338,2026-01-10 00:03:33,electronics,card_present,US,122.49,,False,False,False,False
T0019059,C000271,2026-01-10 00:03:34,marketplace,card_not_present,DE,35.72,,False,False,False,False
T0020440,C001747,2026-01-10 00:03:37,fuel,card_not_present,BR,59.76,,False,False,False,False
T0037761,C000229,2026-01-10 00:03:38,gaming,card_present,GB,11.76,,False,False,False,False
T0032474,C002100,2026-01-10 00:03:39,marketplace,card_present,IN,53.72,,False,False,False,False
T0009401,C001196,2026-01-10 00:03:41,travel,card_present,CA,143.59,,False,False,False,False
T0047982,C001758,2026-01-10 00:03:44,fashion,card_not_present,DE,44.82,,False,False,False,False
T0013795,C001462,2026-01-10 00:03:44,electronics,card_present,DE,54.32,,False,False,False,False
T0043843,C000091,2026-01-10 00:03:46,fashion,card_present,BR,103.09,,False,False,False,False
T0002744,C002369,2026-01-10 00:03:48,fashion,card_not_present,IN,74.75,,False,False,False,False
T0010232,C002316,2026-01-10 00:03:48,grocery,card_present,DE,24.69,,False,False,False,False
T0041500,C001899,2026-01-10 00:03:52,fuel,card_present,BR,20.54,,False,False,False,False
T0036602,C001830,2026-01-10 00:03:53,digital_content,card_present,FR,87.88,,False,False,False,False
T0011290,C001557,2026-01-10 00:03:57,grocery,card_present,US,31.16,,False,False,False,False
T0023251,C000483,2026-01-10 00:03:57,grocery,card_not_present,IN,27.74,,False,False,False,False
T0020338,C002232,2026-01-10 00:04:00,digital_content,card_not_present,FR,29.35,,False,False,False,False
T0042098,C000384,2026-01-10 00:04:05,digital_content,card_not_present,US,41.27,,False,False,False,False
T0049422,C002076,2026-01-10 00:04:05,grocery,card_not_present,GB,45.15,,False,False,False,False
T0047535,C001694,2026-01-10 00:04:13,electronics,card_present,GB,331.42,,False,False,False,False
T0026048,C000282,2026-01-10 00:04:14,fashion,card_present,FR,91.61,,False,False,False,False
T0006618,C001500,2026-01-10 00:04:17,marketplace,card_not_present,US,68.85,,False,False,False,False
T0032388,C001953,2026-01-10 00:04:19,gaming,card_present,GB,34.86,,False,False,False,False
T0003197,C000565,2026-01-10 00:04:19,electronics,card_present,FR,182.77,,False,False,False,False
T0045067,C001917,2026-01-10 00:04:21,digital_content,card_present,CA,30.21,,False,False,False,False
T0007918,C000266,2026-01-10 00:04:22,gaming,card_present,GB,29.47,,False,False,False,False
T0005102,C001359,2026-01-10 00:04:22,fuel,card_present,GB,52.01,,False,False,False,False
T0001242,C001944,2026-01-10 00:04:28,marketplace,card_not_present,FR,39.97,,False,False,False,False
T0020489,C000509,2026-01-10 00:04:33,fashion,card_present,CA,46.31,,False,False,False,False
T0014752,C000365,2026-01-10 00:04:34,fashion,card_not_present,DE,40.38,,False,False,False,False
T0040072,C001155,2026-01-10 00:04:42,grocery,card_present,DE,52.29,,False,False,False,False
T0045160,C002067,2026-01-10 00:04:44,grocery,card_not_present,CA,36.51,,False,False,False,False
T0036458,C000037,2026-01-10 00:04:45,fashion,card_not_present,CA,131.46,,False,False,False,False
T0022656,C000111,2026-01-10 00:04:46,gaming,card_not_present,DE,19.37,,False,False,False,False
T0027164,C000690,2026-01-10 00:04:47,fuel,card_not_present,IN,15.09,,False,False,False,False
T0042712,C000069,2026-01-10 00:04:47,travel,card_present,CA,246.99,,False,False,False,False
T0005427,C002069,2026-01-10 00:04:48,travel,card_present,IN,153.55,,False,False,False,False
T0013470,C000246,2026-01-10 00:04:50,gaming,card_not_present,GB,68.03,,False,False,False,False
T0032505,C001764,2026-01-10 00:04:50,digital_content,card_not_present,DE,30.64,,False,False,False,False
T0034922,C002022,2026-01-10 00:04:50,gaming,card_present,IN,27.16,,False,False,False,False
T0009388,C002137,2026-01-10 00:04:52,fuel,card_present,BR,44.31,,False,False,False,False
T0018961,C002365,2026-01-10 00:04:55,digital_content,card_not_present,BR,16.19,,False,False,False,False
T0035494,C002305,2026-01-10 00:04:58,gaming,card_present,IN,46.82,,False,False,False,False
T0024100,C001759,2026-01-10 00:04:58,digital_content,card_not_present,US,26.28,,False,False,False,False
T0012832,C000394,2026-01-10 00:04:58,electronics,card_present,US,359.65,,False,False,False,False
T0014621,C000578,2026-01-10 00:05:01,marketplace,card_present,FR,149.95,,False,False,False,False
T0011705,C000251,2026-01-10 00:05:04,electronics,card_not_present,FR,194.68,,False,False,False,False
T0036790,C000878,2026-01-10 00:05:04,fuel,card_not_present,IN,62.51,,False,False,False,False
T0048831,C001483,2026-01-10 00:05:04,grocery,card_present,CA,33.0,,False,False,False,False
T0000605,C002066,2026-01-10 00:05:04,fuel,card_present,US,23.84,,False,False,False,False
T0035107,C002041,2026-01-10 00:05:07,gaming,card_not_present,BR,34.3,,False,False,False,False
T0009244,C002347,2026-01-10 00:05:08,travel,card_present,IN,206.74,,False,False,False,False
T0042457,C001781,2026-01-10 00:05:11,travel,card_not_present,IN,425.03,,False,False,False,False
T0040738,C002415,2026-01-10 00:05:12,grocery,card_not_present,DE,48.32,,False,False,False,False
T0048783,C001632,2026-01-10 00:05:15,marketplace,card_present,DE,123.21,,False,False,False,False
T0032320,C002400,2026-01-10 00:05:17,grocery,card_not_present,US,21.42,,False,False,False,False
T0013458,C001880,2026-01-10 00:05:17,digital_content,card_not_present,BR,20.02,,False,False,False,False
T0014690,C000786,2026-01-10 00:05:20,travel,card_not_present,DE,145.49,,False,False,False,False
T0024119,C001217,2026-01-10 00:05:20,fashion,card_present,BR,119.56,,False,False,False,False
T0017124,C000610,2026-01-10 00:05:21,fashion,card_present,IN,104.51,,False,False,False,False
T0022073,C000989,2026-01-10 00:05:22,fuel,card_present,IN,13.37,,False,False,False,False
T0041737,C000283,2026-01-10 00:05:23,travel,card_not_present,US,72.93,,False,False,False,False
T0013869,C001715,2026-01-10 00:05:24,fuel,card_not_present,IN,32.56,,False,False,False,False
T0038859,C001709,2026-01-10 00:05:29,digital_content,card_not_present,FR,50.05,,False,False,False,False
T0020991,C001954,2026-01-10 00:05:30,marketplace,card_not_present,IN,38.65,,False,False,False,False
T0001174,C000444,2026-01-10 00:05:30,travel,card_not_present,BR,53.92,,False,False,False,False
T0003606,C000338,2026-01-10 00:05:32,gaming,card_present,US,16.76,,False,False,False,False
T0032166,C001741,2026-01-10 00:05:32,marketplace,card_present,US,44.09,,False,False,False,False
T0018214,C000504,2026-01-10 00:05:34,gaming,card_not_present,DE,27.58,,False,False,False,False
T0005679,C001529,2026-01-10 00:05:37,digital_content,card_not_present,US,61.0,,False,False,False,False
T0016108,C001758,2026-01-10 00:05:38,fashion,card_present,FR,146.13,,False,False,False,False
T0020307,C000383,2026-01-10 00:05:42,grocery,card_present,BR,70.09,,False,False,False,False
T0030290,C000904,2026-01-10 00:05:43,marketplace,card_present,US,81.59,,False,False,False,False
T0021894,C002402,2026-01-10 00:05:48,travel,card_present,FR,132.74,,False,False,False,False
T0028747,C001589,2026-01-10 00:05:52,travel,card_present,FR,162.48,,False,False,False,False
T0009437,C000145,2026-01-10 00:05:56,fashion,card_present,BR,37.44,,False,False,False,False
T0045791,C001257,2026-01-10 00:05:56,marketplace,card_present,FR,99.24,,False,False,False,False
T0040150,C000382,2026-01-10 00:05:56,gaming,card_not_present,FR,22.99,,False,False,False,False
T0042714,C002239,2026-01-10 00:05:57,fashion,card_not_present,GB,94.26,,False,False,False,False
T0007339,C000269,2026-01-10 00:05:58,digital_content,card_present,CA,17.57,,False,False,False,False
T0018346,C000062,2026-01-10 00:05:58,electronics,card_present,US,141.92,,False,False,False,False
T0010485,C000274,2026-01-10 00:05:59,fashion,card_present,DE,54.41,,False,False,False,False
T0019567,C001812,2026-01-10 00:06:00,travel,card_not_present,CA,160.02,,False,False,False,False
T0026730,C000948,2026-01-10 00:06:01,fashion,card_present,FR,31.47,,False,False,False,False
T0023891,C000941,2026-01-10 00:06:03,electronics,card_present,IN,62.92,,False,False,False,False
T0033670,C002166,2026-01-10 00:06:04,digital_content,card_present,US,42.43,,False,False,False,False
T0021280,C000774,2026-01-10 00:06:06,grocery,card_not_present,DE,22.31,,False,False,False,False
T0037704,C001158,2026-01-10 00:06:07,gaming,card_not_present,US,46.07,,False,False,False,False
T0012086,C001949,2026-01-10 00:06:07,electronics,card_not_present,DE,87.89,,False,False,False,False
T0045619,C000971,2026-01-10 00:06:09,fashion,card_present,FR,43.73,,False,False,False,False
T0002606,C001889,2026-01-10 00:06:09,digital_content,card_not_present,BR,25.39,,False,False,False,False
T0014488,C002051,2026-01-10 00:06:10,digital_content,card_present,US,15.28,,False,False,False,False
T0038896,C000635,2026-01-10 00:06:14,marketplace,card_present,BR,45.56,,False,False,False,False
T0018600,C000238,2026-01-10 00:06:14,digital_content,card_present,US,13.63,,False,False,False,False
T0040236,C000159,2026-01-10 00:06:18,electronics,card_not_present,US,307.26,,False,False,False,False
T0023287,C000483,2026-01-10 00:06:18,digital_content,card_not_present,DE,11.24,,False,False,False,False
T0030992,C001682,2026-01-10 00:06:19,electronics,card_present,GB,322.18,,False,False,False,False
T0012246,C001718,2026-01-10 00:06:19,fashion,card_present,IN,117.29,,False,False,False,False
T0007465,C001121,2026-01-10 00:06:19,digital_content,card_not_present,DE,46.9,,False,False,False,False
T0007308,C000508,2026-01-10 00:06:23,digital_content,card_not_present,GB,30.37,,False,False,False,False
T0027652,C001695,2026-01-10 00:06:26,fuel,card_present,CA,28.66,,False,False,False,False
T0030193,C002392,2026-01-10 00:06:31,digital_content,card_not_present,DE,63.54,,False,False,False,False
T0008446,C000837,2026-01-10 00:06:32,electronics,card_not_present,IN,335.01,,False,False,False,False
T0002284,C001969,2026-01-10 00:06:32,marketplace,card_not_present,FR,33.66,,False,False,False,False
T0032495,C002404,2026-01-10 00:06:34,electronics,card_present,GB,91.21,,False,False,False,False
T0019713,C002354,2026-01-10 00:06:34,gaming,card_present,BR,34.91,,False,False,False,False
T0029220,C002441,2026-01-10 00:06:39,gaming,card_not_present,US,8.45,,False,False,False,False
T0019414,C001888,2026-01-10 00:06:40,grocery,card_present,IN,17.41,,False,False,False,False
T0017482,C000022,2026-01-10 00:06:49,electronics,card_present,CA,296.77,,False,False,False,False
T0038581,C000546,2026-01-10 00:06:50,grocery,card_present,US,13.78,,False,False,False,False
T0023209,C001593,2026-01-10 00:06:51,electronics,card_not_present,BR,148.93,,False,False,False,False
T0015270,C000291,2026-01-10 00:06:58,fuel,card_not_present,GB,36.33,,False,False,False,False
T0015893,C001844,2026-01-10 00:06:59,grocery,card_not_present,CA,36.84,,False,False,False,False
T0016358,C001349,2026-01-10 00:07:00,fuel,card_not_present,CA,24.46,,False,False,False,False
T0030120,C000285,2026-01-10 00:07:03,marketplace,card_present,GB,60.67,,False,False,False,False
T0030883,C002424,2026-01-10 00:07:07,grocery,card_not_present,US,34.85,,False,False,False,False
T0026564,C000010,2026-01-10 00:07:11,digital_content,card_not_present,IN,61.6,,False,False,False,False
T0037272,C001974,2026-01-10 00:07:11,grocery,card_present,DE,33.68,,False,False,False,False
T0014657,C000354,2026-01-10 00:07:12,digital_content,card_not_present,GB,13.29,,False,False,False,False
T0048654,C000381,2026-01-10 00:07:12,digital_content,card_present,CA,22.19,,False,False,False,False
T0020763,C001238,2026-01-10 00:07:12,gaming,card_not_present,GB,28.36,,False,False,False,False
T0021235,C000453,2026-01-10 00:07:13,electronics,card_present,US,466.49,,False,False,False,False
T0028243,C000354,2026-01-10 00:07:15,fashion,card_not_present,US,74.45,,False,False,False,False
T0001009,C001834,2026-01-10 00:07:18,grocery,card_present,GB,27.47,,False,False,False,False
T0033965,C000606,2026-01-10 00:07:19,grocery,card_not_present,GB,46.3,,False,False,False,False
T0008314,C002270,2026-01-10 00:07:22,fashion,card_not_present,GB,76.9,,False,False,False,False
T0043915,C001325,2026-01-10 00:07:22,electronics,card_present,CA,137.27,,False,False,False,False
T0040680,C000156,2026-01-10 00:07:24,electronics,card_not_present,CA,79.49,,False,False,False,False
T0002046,C002480,2026-01-10 00:07:27,grocery,card_present,BR,53.74,,False,False,False,False
T0000184,C001741,2026-01-10 00:07:28,electronics,card_not_present,DE,198.02,,False,False,False,False
T0009764,C001493,2026-01-10 00:07:30,fashion,card_not_present,CA,83.24,,False,False,False,False
T0028822,C000872,2026-01-10 00:07:31,gaming,card_not_present,FR,37.87,,False,False,False,False
T0048058,C001064,2026-01-10 00:07:31,fashion,card_not_present,FR,78.5,,False,False,False,False
T0013156,C001895,2026-01-10 00:07:32,travel,card_present,CA,108.77,,False,False,False,False
T0029247,C000811,2026-01-10 00:07:34,gaming,card_present,FR,17.16,,False,False,False,False
T0049999,C000776,2026-01-10 00:07:34,digital_content,card_present,GB,7.16,,False,False,False,False
T0017678,C000436,2026-01-10 00:07:35,grocery,card_not_present,FR,19.41,,False,False,False,False
T0025817,C000667,2026-01-10 00:07:40,grocery,card_not_present,FR,22.81,,False,False,False,False
T0021301,C001281,2026-01-10 00:07:40,electronics,card_present,DE,75.03,,False,False,False,False
T0049075,C000009,2026-01-10 00:07:42,digital_content,card_not_present,US,31.46,,False,False,False,False
T0018944,C000243,2026-01-10 00:07:43,fuel,card_present,GB,30.15,,False,False,False,False
T0027776,C002250,2026-01-10 00:07:45,gaming,card_present,BR,30.46,,False,False,False,False
T0038684,C001303,2026-01-10 00:07:46,travel,card_present,BR,141.33,,False,False,False,False
T0045412,C002304,2026-01-10 00:07:58,gaming,card_not_present,GB,17.89,,False,False,False,False
T0001937,C000932,2026-01-10 00:07:59,fashion,card_present,US,37.12,,False,False,False,False
T0039756,C001593,2026-01-10 00:07:59,gaming,card_not_present,CA,14.38,,False,False,False,False
T0044166,C002082,2026-01-10 00:08:01,marketplace,card_present,US,44.48,,False,False,False,False
T0037759,C001863,2026-01-10 00:08:02,marketplace,card_not_present,US,76.01,,False,False,False,False
T0027913,C002043,2026-01-10 00:08:02,fashion,card_not_present,BR,52.03,,False,False,False,False
T0032381,C000390,2026-01-10 00:08:02,grocery,card_present,DE,45.52,,False,False,False,False
T0010693,C001746,2026-01-10 00:08:02,travel,card_not_present,BR,85.09,,False,False,False,False
T0027262,C000412,2026-01-10 00:08:04,fuel,card_present,IN,50.49,,False,False,False,False
T0050518,C001505,2026-01-10 00:08:05,travel,card_not_present,GB,9173.92,high_amount,True,False,True,True
T0026761,C000434,2026-01-10 00:08:07,marketplace,card_not_present,GB,52.26,,False,False,False,False
T0049547,C002213,2026-01-10 00:08:08,fashion,card_not_present,CA,89.1,,False,False,False,False
T0028545,C001397,2026-01-10 00:08:08,digital_content,card_present,BR,31.07,,False,False,False,False
T0021040,C002381,2026-01-10 00:08:09,gaming,card_not_present,GB,35.45,,False,False,False,False
T0004616,C001078,2026-01-10 00:08:10,electronics,card_not_present,IN,435.64,,False,False,False,False
T0004155,C000567,2026-01-10 00:08:12,fashion,card_not_present,DE,191.8,,False,False,False,False
T0022899,C001160,2026-01-10 00:08:13,travel,card_not_present,FR,86.37,,False,False,False,False
T0032209,C001185,2026-01-10 00:08:16,digital_content,card_not_present,CA,19.78,,False,False,False,False
T0027077,C000578,2026-01-10 00:08:17,travel,card_not_present,US,96.47,,False,False,False,False
T0028495,C000250,2026-01-10 00:08:17,digital_content,card_present,US,14.85,,False,False,False,False
T0016810,C002332,2026-01-10 00:08:23,fuel,card_not_present,DE,47.51,,False,False,False,False
T0009001,C001115,2026-01-10 00:08:25,electronics,card_present,BR,70.46,,False,False,False,False
T0022523,C001772,2026-01-10 00:08:27,grocery,card_present,IN,44.09,,False,False,False,False
T0040459,C000536,2026-01-10 00:08:28,electronics,card_not_present,GB,182.76,,False,False,False,False
T0021513,C001382,2026-01-10 00:08:29,marketplace,card_not_present,DE,148.46,,False,False,False,False
T0013713,C001990,2026-01-10 00:08:29,gaming,card_not_present,US,89.23,,False,False,False,False
T0048403,C000489,2026-01-10 00:08:29,marketplace,card_not_present,DE,100.58,,False,False,False,False
T0009867,C000674,2026-01-10 00:08:31,fashion,card_present,FR,55.52,,False,False,False,False
T0033941,C002395,2026-01-10 00:08:32,electronics,card_not_present,DE,99.97,,False,False,False,False
T0023307,C000541,2026-01-10 00:08:32,electronics,card_not_present,FR,249.45,,False,False,False,False
T0041462,C001996,2026-01-10 00:08:33,fashion,card_present,DE,94.84,,False,False,False,False
T0039200,C001208,2026-01-10 00:08:33,electronics,card_present,GB,247.65,,False,False,False,False
