card_id,tx_count,total_amount,fraud_tx,velocity_hits,high_amount_hits,any_rule_hits,fraud_rate_card,rule_hit_rate,status
C000114,22,1689.3899999999999,0,0,0,0,0.0,0.0,Low Risk
C000115,18,1685.06,0,0,0,0,0.0,0.0,Low Risk
C000116,11,805.54,0,0,0,0,0.0,0.0,Low Risk
C000117,26,3092.9,0,0,0,0,0.0,0.0,Low Risk
C000118,19,2212.35,0,0,0,0,0.0,0.0,Low Risk
C000119,26,2019.47,0,0,0,0,0.0,0.0,Low Risk
C000120,10,1214.79,0,0,0,0,0.0,0.0,Low Risk
C000121,15,1110.07,0,0,0,0,0.0,0.0,Low Risk
C000122,17,2206.36,0,0,0,0,0.0,0.0,Low Risk
C000123,23,1465.57,0,0,0,0,0.0,0.0,Low Risk
C000124,15,1547.01,0,0,0,0,0.0,0.0,Low Risk
C000125,17,1222.38,0,0,0,0,0.0,0.0,Low Risk
C000126,16,1651.0900000000001,0,0,0,0,0.0,0.0,Low Risk
C000127,22,1677.97,0,0,0,0,0.0,0.0,Low Risk
C000128,20,2082.7,0,0,0,0,0.0,0.0,Low Risk
C000129,22,1445.87,0,0,0,0,0.0,0.0,Low Risk
C000130,28,9212.65,1,0,1,1,0.03571428571428571,0.03571428571428571,High Risk (Fraud & Rules)
C000131,25,9278.37,1,0,1,1,0.04,0.04,High Risk (Fraud & Rules)
C000132,15,896.3,0,0,0,0,0.0,0.0,Low Risk
C000133,18,1599.92,0,0,0,0,0.0,0.0,Low Risk
C000134,20,1488.83,0,0,0,0,0.0,0.0,Low Risk
C000135,19,1256.63,0,0,0,0,0.0,0.0,Low Risk
C000136,23,1668.47,0,0,0,0,0.0,0.0,Low Risk
C000137,25,1250.1200000000001,0,0,0,0,0.0,0.0,Low Risk
C000138,17,1054.16,0,0,0,0,0.0,0.0,Low Risk
C000139,29,2082.74,0,0,0,0,0.0,0.0,Low Risk
C000140,18,1311.8500000000001,0,0,0,0,0.0,0.0,Low Risk
C000141,22,1680.1299999999999,0,0,0,0,0.0,0.0,Low Risk
C000142,16,1644.84,0,0,0,0,0.0,0.0,Low Risk
C000143,16,683.42,0,0,0,0,0.0,0.0,Low Risk
C000144,26,1358.72,0,0,0,0,0.0,0.0,Low Risk
C000145,16,1616.74,0,0,0,0,0.0,0.0,Low Risk
C000146,20,2513.21,0,0,0,0,0.0,0.0,Low Risk
C000147,23,1582.46,0,0,0,0,0.0,0.0,Low Risk
C000148,18,1582.73,0,0,0,0,0.0,0.0,Low Risk
C000149,26,2610.15,0,0,0,0,0.0,0.0,Low Risk
C000150,27,1963.91,0,0,0,0,0.0,0.0,Low Risk
C000151,12,1230.22,0,0,0,0,0.0,0.0,Low Risk
C000152,36,2483.66,0,0,0,0,0.0,0.0,Low Risk
C000153,17,1995.77,0,0,0,0,0.0,0.0,Low Risk
C000154,21,1959.7,0,0,0,0,0.0,0.0,Low Risk
C000155,21,13340.220000000001,1,0,1,1,0.047619047619047616,0.047619047619047616,High Risk (Fraud & Rules)
C000156,14,1130.21,0,0,0,0,0.0,0.0,Low Risk
C000157,19,1274.8799999999999,0,0,0,0,0.0,0.0,Low Risk
C000158,15,1740.1599999999999,0,0,0,0,0.0,0.0,Low Risk
C000159,19,1265.15,0,0,0,0,0.0,0.0,Low Risk
C000160,21,1456.44,0,0,0,0,0.0,0.0,Low Risk
C000161,16,1163.45,0,0,0,0,0.0,0.0,Low Risk
C000162,19,1394.95,0,0,0,0,0.0,0.0,Low Risk
C000163,18,7282.43,1,0,1,1,0.05555555555555555,0.05555555555555555,High Risk (Fraud & Rules)
C000164,15,1262.27,0,0,0,0,0.0,0.0,Low Risk
C000165,12,1708.97,0,0,0,0,0.0,0.0,Low Risk
C000166,27,2399.8,0,0,0,0,0.0,0.0,Low Risk
C000167,22,2135.39,0,0,0,0,0.0,0.0,Low Risk
C000168,20,2085.52,0,0,0,0,0.0,0.0,Low Risk
C000169,20,1389.28,0,0,0,0,0.0,0.0,Low Risk
C000170,16,1577.41,0,0,0,0,0.0,0.0,Low Risk
C000171,19,1109.18,0,0,0,0,0.0,0.0,Low Risk
C000172,23,1936.65,0,0,0,0,0.0,0.0,Low Risk
C000173,19,1374.0,0,0,0,0,0.0,0.0,Low Risk
C000174,23,1282.1100000000001,0,0,0,0,0.0,0.0,Low Risk
C000175,20,1198.16,0,0,0,0,0.0,0.0,Low Risk
C000176,18,1529.8600000000001,0,0,0,0,0.0,0.0,Low Risk
C000177,25,1814.0,0,0,0,0,0.0,0.0,Low Risk
C000178,21,1758.49,0,0,0,0,0.0,0.0,Low Risk
C000179,18,1771.8,0,0,0,0,0.0,0.0,Low Risk
C000180,25,1585.8,0,0,0,0,0.0,0.0,Low Risk
C000181,14,1107.85,0,0,0,0,0.0,0.0,Low Risk
C000182,14,986.09,0,0,0,0,0.0,0.0,Low Risk
C000183,18,1138.22,0,0,0,0,0.0,0.0,Low Risk
C000184,22,1404.19,0,0,0,0,0.0,0.0,Low Risk
C000185,19,1892.6399999999999,0,0,0,0,0.0,0.0,Low Risk
C000186,24,1462.26,0,0,0,0,0.0,0.0,Low Risk
C000187,17,1685.84,0,0,0,0,0.0,0.0,Low Risk
C000188,20,1794.69,0,0,0,0,0.0,0.0,Low Risk
C000189,17,1340.1100000000001,0,0,0,0,0.0,0.0,Low Risk
C000190,21,1441.18,0,0,0,0,0.0,0.0,Low Risk
C000191,15,1148.5,0,0,0,0,0.0,0.0,Low Risk
C000192,22,1371.02,0,0,0,0,0.0,0.0,Low Risk
C000193,18,976.74,0,0,0,0,0.0,0.0,Low Risk
C000194,23,1424.84,0,0,0,0,0.0,0.0,Low Risk
C000195,12,1200.8899999999999,0,0,0,0,0.0,0.0,Low Risk
C000196,23,1761.6399999999999,0,0,0,0,0.0,0.0,Low Risk
C000197,17,10941.909999999998,1,0,1,1,0.058823529411764705,0.058823529411764705,High Risk (Fraud & Rules)
C000198,24,1603.8100000000002,0,0,0,0,0.0,0.0,Low Risk
C000199,16,1083.57,0,0,0,0,0.0,0.0,Low Risk
C000200,20,1604.3899999999999,0,0,0,0,0.0,0.0,Low Risk
C000201,22,2423.01,0,0,0,0,0.0,0.0,Low Risk
C000202,17,1339.93,0,0,0,0,0.0,0.0,Low Risk
C000203,20,1213.46,0,0,0,0,0.0,0.0,Low Risk
C000204,19,1798.22,0,0,0,0,0.0,0.0,Low Risk
C000205,18,875.76,0,0,0,0,0.0,0.0,Low Risk
C000206,15,1427.62,0,0,0,0,0.0,0.0,Low Risk
C000207,24,1197.64,0,0,0,0,0.0,0.0,Low Risk
C000208,25,1692.27,0,0,0,0,0.0,0.0,Low Risk
C000209,18,1486.0900000000001,0,0,0,0,0.0,0.0,Low Risk
C000210,20,1777.8899999999999,0,0,0,0,0.0,0.0,Low Risk
C000211,15,925.2,0,0,0,0,0.0,0.0,Low Risk
C000212,16,1227.53,0,0,0,0,0.0,0.0,Low Risk
C000213,24,1744.32,0,0,0,0,0.0,0.0,Low Risk
C000214,13,1309.84,0,0,0,0,0.0,0.0,Low Risk
C000215,25,1793.96,0,0,0,0,0.0,0.0,Low Risk
C000216,17,1348.65,0,0,0,0,0.0,0.0,Low Risk
C000217,21,1814.61,0,0,0,0,0.0,0.0,Low Risk
C000218,17,721.2,0,0,0,0,0.0,0.0,Low Risk
C000219,17,811.89,0,0,0,0,0.0,0.0,Low Risk
C000220,21,1454.56,0,0,0,0,0.0,0.0,Low Risk
C000221,19,1343.27,0,0,0,0,0.0,0.0,Low Risk
C000222,19,1827.97,0,0,0,0,0.0,0.0,Low Risk
C000223,23,2099.76,0,0,0,0,0.0,0.0,Low Risk
C000224,24,1496.55,0,0,0,0,0.0,0.0,Low Risk
C000225,19,2073.02,0,0,0,0,0.0,0.0,Low Risk
C000226,28,2083.42,0,0,0,0,0.0,0.0,Low Risk
C000227,19,2518.09,0,0,0,0,0.0,0.0,Low Risk
C000228,13,1563.94,0,0,0,0,0.0,0.0,Low Risk
C000229,15,789.96,0,0,0,0,0.0,0.0,Low Risk
C000230,17,1885.87,0,0,0,0,0.0,0.0,Low Risk
C000231,14,1326.7099999999998,0,0,0,0,0.0,0.0,Low Risk
C000232,21,1054.2,0,0,0,0,0.0,0.0,Low Risk
C000233,15,1099.52,0,0,0,0,0.0,0.0,Low Risk
C000234,19,1714.6,0,0,0,0,0.0,0.0,Low Risk
C000235,15,1525.75,0,0,0,0,0.0,0.0,Low Risk
C000236,17,740.27,0,0,0,0,0.0,0.0,Low Risk
C000237,20,8032.54,1,0,1,1,0.05,0.05,High Risk (Fraud & Rules)
C000238,27,1380.58,0,0,0,0,0.0,0.0,Low Risk
C000239,21,2312.48,0,0,0,0,0.0,0.0,Low Risk
C000240,22,1757.56,0,0,0,0,0.0,0.0,Low Risk
C000241,16,1523.5,0,0,0,0,0.0,0.0,Low Risk
C000242,22,1104.42,0,0,0,0,0.0,0.0,Low Risk
C000243,19,1292.2,0,0,0,0,0.0,0.0,Low Risk
C000244,16,1024.2,0,0,0,0,0.0,0.0,Low Risk
C000245,17,1238.08,0,0,0,0,0.0,0.0,Low Risk
C000246,20,1240.54,0,0,0,0,0.0,0.0,Low Risk
C000247,16,1478.6,0,0,0,0,0.0,0.0,Low Risk
C000248,21,1503.26,0,0,0,0,0.0,0.0,Low Risk
C000249,11,851.37,0,0,0,0,0.0,0.0,Low Risk
C000250,18,1491.52,0,0,0,0,0.0,0.0,Low Risk
C000251,19,1513.5,0,0,0,0,0.0,0.0,Low Risk
C000252,19,1287.01,0,0,0,0,0.0,0.0,Low Risk
C000253,22,1758.54,0,0,0,0,0.0,0.0,Low Risk
C000254,20,1298.99,0,0,0,0,0.0,0.0,Low Risk
C000255,25,2082.56,0,0,0,0,0.0,0.0,Low Risk
C000256,23,1345.1200000000001,0,0,0,0,0.0,0.0,Low Risk
C000257,19,1277.6799999999998,0,0,0,0,0.0,0.0,Low Risk
C000258,32,3693.13,0,0,0,0,0.0,0.0,Low Risk
C000259,13,901.48,0,0,0,0,0.0,0.0,Low Risk
C000260,19,1592.8600000000001,0,0,0,0,0.0,0.0,Low Risk
C000261,21,1997.8500000000001,0,0,0,0,0.0,0.0,Low Risk
C000262,21,2130.63,0,0,0,0,0.0,0.0,Low Risk
C000263,15,1289.27,0,0,0,0,0.0,0.0,Low Risk
C000264,26,1870.47,0,0,0,0,0.0,0.0,Low Risk
C000265,24,2034.48,0,0,0,0,0.0,0.0,Low Risk
C000266,22,1202.99,0,0,0,0,0.0,0.0,Low Risk
C000267,24,1201.5,0,0,0,0,0.0,0.0,Low Risk
C000268,14,1381.66,0,0,0,0,0.0,0.0,Low Risk
C000269,26,1909.33,0,0,0,0,0.0,0.0,Low Risk
C000270,24,1574.48,0,0,0,0,0.0,0.0,Low Risk
C000271,26,1522.45,0,0,0,0,0.0,0.0,Low Risk
C000272,22,1536.92,0,0,0,0,0.0,0.0,Low Risk
C000273,25,2534.61,0,0,0,0,0.0,0.0,Low Risk
C000274,28,2241.48,0,0,0,0,0.0,0.0,Low Risk
C000275,18,1065.38,0,0,0,0,0.0,0.0,Low Risk
C000276,17,1519.26,0,0,0,0,0.0,0.0,Low Risk
C000277,24,1470.82,0,0,0,0,0.0,0.0,Low Risk
C000278,22,1484.72,0,0,0,0,0.0,0.0,Low Risk
C000279,22,1558.92,0,0,0,0,0.0,0.0,Low Risk
C000280,15,1124.36,0,0,0,0,0.0,0.0,Low Risk
C000281,31,1586.52,0,0,0,0,0.0,0.0,Low Risk
C000282,14,1110.65,0,0,0,0,0.0,0.0,Low Risk
C000283,23,1662.94,0,0,0,0,0.0,0.0,Low Risk
C000284,20,1527.19,0,0,0,0,0.0,0.0,Low Risk
C000285,21,967.2,0,0,0,0,0.0,0.0,Low Risk
C000286,21,1439.96,0,0,0,0,0.0,0.0,Low Risk
C000287,20,1887.97,0,0,0,0,0.0,0.0,Low Risk
C000288,18,1545.05,0,0,0,0,0.0,0.0,Low Risk
C000289,16,1506.69,0,0,0,0,0.0,0.0,Low Risk
C000290,20,1047.99,0,0,0,0,0.0,0.0,Low Risk
C000291,16,897.53,0,0,0,0,0.0,0.0,Low Risk
C000292,24,1572.23,0,0,0,0,0.0,0.0,Low Risk
C000293,19,2274.27,0,0,0,0,0.0,0.0,Low Risk
C000294,18,1420.93,0,0,0,0,0.0,0.0,Low Risk
C000295,16,1285.04,0,0,0,0,0.0,0.0,Low Risk
C000296,25,1900.63,0,0,0,0,0.0,0.0,Low Risk
C000297,25,1965.8,0,0,0,0,0.0,0.0,Low Risk
C000298,30,3507.9,0,0,0,0,0.0,0.0,Low Risk
C000299,21,1136.05,0,0,0,0,0.0,0.0,Low Risk
C000300,14,1240.37,0,0,0,0,0.0,0.0,Low Risk
C000301,18,1126.46,0,0,0,0,0.0,0.0,Low Risk
C000302,18,1193.59,0,0,0,0,0.0,0.0,Low Risk
C000303,21,980.9300000000001,0,0,0,0,0.0,0.0,Low Risk
C000304,10,565.46,0,0,0,0,0.0,0.0,Low Risk
C000305,19,1575.23,0,0,0,0,0.0,0.0,Low Risk
C000306,10,1134.81,0,0,0,0,0.0,0.0,Low Risk
C000307,13,1483.17,0,0,0,0,0.0,0.0,Low Risk
C000308,15,962.74,0,0,0,0,0.0,0.0,Low Risk
C000309,15,1194.3700000000001,0,0,0,0,0.0,0.0,Low Risk
C000310,27,2438.64,0,0,0,0,0.0,0.0,Low Risk
C000311,25,2505.79,0,0,0,0,0.0,0.0,Low Risk
C000312,17,2073.42,0,0,0,0,0.0,0.0,Low Risk
C000313,23,1683.0,0,0,0,0,0.0,0.0,Low Risk
C000314,13,760.75,0,0,0,0,0.0,0.0,Low Risk
C000315,24,1271.96,0,0,0,0,0.0,0.0,Low Risk
C000316,18,800.43,0,0,0,0,0.0,0.0,Low Risk
C000317,23,1244.41,0,0,0,0,0.0,0.0,Low Risk
C000318,27,2126.05,0,0,0,0,0.0,0.0,Low Risk
C000319,29,3741.63,0,0,0,0,0.0,0.0,Low Risk
C000320,21,2016.82,0,0,0,0,0.0,0.0,Low Risk
C000321,31,2346.1,0,0,0,0,0.0,0.0,Low Risk
C000322,16,1153.13,0,0,0,0,0.0,0.0,Low Risk
C000323,20,2585.83,0,0,0,0,0.0,0.0,Low Risk
C000324,23,2110.06,0,0,0,0,0.0,0.0,Low Risk
C000325,17,1306.4099999999999,0,0,0,0,0.0,0.0,Low Risk
C000326,14,7745.96,1,0,1,1,0.07142857142857142,0.07142857142857142,High Risk (Fraud & Rules)
C000327,16,1430.3300000000002,0,0,0,0,0.0,0.0,Low Risk
C000328,27,2137.64,0,0,0,0,0.0,0.0,Low Risk
C000329,12,1032.46,0,0,0,0,0.0,0.0,Low Risk
C000330,14,1148.02,0,0,0,0,0.0,0.0,Low Risk
C000331,24,1441.1,0,0,0,0,0.0,0.0,Low Risk
C000332,21,2340.93,0,0,0,0,0.0,0.0,Low Risk
C000333,14,2248.38,0,0,0,0,0.0,0.0,Low Risk
C000334,15,1541.83,0,0,0,0,0.0,0.0,Low Risk
C000335,18,1382.3899999999999,0,0,0,0,0.0,0.0,Low Risk
C000336,20,2231.78,0,0,0,0,0.0,0.0,Low Risk
C000337,19,5630.22,1,0,0,0,0.05263157894736842,0.0,Low Risk
C000338,24,2402.08,0,0,0,0,0.0,0.0,Low Risk
C000339,16,503.34,0,0,0,0,0.0,0.0,Low Risk
C000340,16,1843.71,0,0,0,0,0.0,0.0,Low Risk
C000341,15,1037.73,0,0,0,0,0.0,0.0,Low Risk
C000342,26,2020.2,0,0,0,0,0.0,0.0,Low Risk
C000343,26,1402.16,0,0,0,0,0.0,0.0,Low Risk
C000344,23,1821.37,0,0,0,0,0.0,0.0,Low Risk
C000345,18,1534.09,0,0,0,0,0.0,0.0,Low Risk
C000346,21,2052.27,0,0,0,0,0.0,0.0,Low Risk
C000347,24,2860.8,0,0,0,0,0.0,0.0,Low Risk
C000348,19,1333.8200000000002,0,0,0,0,0.0,0.0,Low Risk
C000349,20,3194.12,0,0,0,0,0.0,0.0,Low Risk
C000350,25,1989.8700000000001,0,0,0,0,0.0,0.0,Low Risk
C000351,30,7610.14,1,0,1,1,0.03333333333333333,0.03333333333333333,High Risk (Fraud & Rules)
C000352,13,652.97,0,0,0,0,0.0,0.0,Low Risk
C000353,26,13392.210000000001,1,0,1,1,0.038461538461538464,0.038461538461538464,High Risk (Fraud & Rules)
C000354,27,9809.89,1,0,1,1,0.037037037037037035,0.037037037037037035,High Risk (Fraud & Rules)
C000355,16,1666.24,0,0,0,0,0.0,0.0,Low Risk
C000356,21,1440.76,0,0,0,0,0.0,0.0,Low Risk
C000357,16,1566.98,0,0,0,0,0.0,0.0,Low Risk
C000358,24,1481.76,0,0,0,0,0.0,0.0,Low Risk
C000359,25,2019.6200000000001,0,0,0,0,0.0,0.0,Low Risk
C000360,24,1468.25,0,0,0,0,0.0,0.0,Low Risk
C000361,19,703.66,0,0,0,0,0.0,0.0,Low Risk
C000362,17,1163.16,0,0,0,0,0.0,0.0,Low Risk
C000363,23,2634.38,0,0,0,0,0.0,0.0,Low Risk
C000364,18,1765.59,0,0,0,0,0.0,0.0,Low Risk
C000365,23,2469.2,0,0,0,0,0.0,0.0,Low Risk
C000366,29,10726.95,1,0,1,1,0.034482758620689655,0.034482758620689655,High Risk (Fraud & Rules)
C000367,22,2131.68,0,0,0,0,0.0,0.0,Low Risk
C000368,17,1801.24,0,0,0,0,0.0,0.0,Low Risk
C000369,15,1746.8,0,0,0,0,0.0,0.0,Low Risk
C000370,26,1070.19,0,0,0,0,0.0,0.0,Low Risk
C000371,12,996.89,0,0,0,0,0.0,0.0,Low Risk
C000372,19,1862.84,0,0,0,0,0.0,0.0,Low Risk
C000373,11,1100.27,0,0,0,0,0.0,0.0,Low Risk
C000374,24,1272.1,0,0,0,0,0.0,0.0,Low Risk
C000375,22,1516.6,0,0,0,0,0.0,0.0,Low Risk
C000376,15,1244.44,0,0,0,0,0.0,0.0,Low Risk
C000377,16,8599.35,1,0,1,1,0.0625,0.0625,High Risk (Fraud & Rules)
C000378,14,2444.5499999999997,0,0,0,0,0.0,0.0,Low Risk
C000379,21,1902.63,0,0,0,0,0.0,0.0,Low Risk
C000380,21,2146.23,0,0,0,0,0.0,0.0,Low Risk
C000381,20,1904.51,0,0,0,0,0.0,0.0,Low Risk
C000382,23,2182.4,0,0,0,0,0.0,0.0,Low Risk
C000383,32,11360.14,1,0,1,1,0.03125,0.03125,High Risk (Fraud & Rules)
C000384,29,2733.25,0,0,0,0,0.0,0.0,Low Risk
C000385,21,2630.83,0,0,0,0,0.0,0.0,Low Risk
C000386,19,1540.77,0,0,0,0,0.0,0.0,Low Risk
C000387,22,1245.29,0,0,0,0,0.0,0.0,Low Risk
C000388,17,2184.6099999999997,0,0,0,0,0.0,0.0,Low Risk
C000389,15,1202.73,0,0,0,0,0.0,0.0,Low Risk
C000390,23,2191.62,0,0,0,0,0.0,0.0,Low Risk
C000391,18,2472.84,0,0,0,0,0.0,0.0,Low Risk
C000392,22,4021.72,0,0,0,0,0.0,0.0,Low Risk
C000393,25,1602.16,0,0,0,0,0.0,0.0,Low Risk
C000394,22,1632.45,0,0,0,0,0.0,0.0,Low Risk
C000395,20,1509.0,0,0,0,0,0.0,0.0,Low Risk
C000396,19,10371.32,1,0,1,1,0.05263157894736842,0.05263157894736842,High Risk (Fraud & Rules)
C000397,20,1148.96,0,0,0,0,0.0,0.0,Low Risk
C000398,24,1274.13,0,0,0,0,0.0,0.0,Low Risk
C000399,13,6210.89,1,0,0,0,0.07692307692307693,0.0,Low Risk
C000400,21,1639.6399999999999,0,0,0,0,0.0,0.0,Low Risk
C000401,31,2886.09,0,0,0,0,0.0,0.0,Low Risk
C000402,26,2589.92,0,0,0,0,0.0,0.0,Low Risk
C000403,19,1112.72,0,0,0,0,0.0,0.0,Low Risk
C000404,20,1449.15,0,0,0,0,0.0,0.0,Low Risk
C000405,18,963.4300000000001,0,0,0,0,0.0,0.0,Low Risk
C000406,24,1756.02,0,0,0,0,0.0,0.0,Low Risk
