card_id,tx_count,total_amount,fraud_tx,velocity_hits,high_amount_hits,any_rule_hits,fraud_rate_card,rule_hit_rate,status,avg_fraud_score,max_fraud_score,tx_count_score,fraud_tx_score,any_rule_hits_score,combined_status
C000019,20,2763.75,0,0,0,0,0.0,0.0,Low Risk,0.0004946695013684755,0.005103288786912,20,0,0,Low Risk
C000020,18,1665.74,0,0,0,0,0.0,0.0,Low Risk,0.00017513761348228837,0.0010117591593839,18,0,0,Low Risk
C000021,15,1119.16,0,0,0,0,0.0,0.0,Low Risk,3.06953035203735e-05,0.0001195715563389,15,0,0,Low Risk
C000022,15,1310.97,0,0,0,0,0.0,0.0,Low Risk,3.3283359436602836e-05,0.0001578304063546,15,0,0,Low Risk
C000023,25,1514.94,0,0,0,0,0.0,0.0,Low Risk,0.003506302431141821,0.0104276570942998,25,0,0,Low Risk
C000024,17,1870.35,0,0,0,0,0.0,0.0,Low Risk,7.420761579548903e-05,0.0002647310166976,17,0,0,Low Risk
C000025,21,1623.71,0,0,0,0,0.0,0.0,Low Risk,0.0005848046831459506,0.0020555915307715,21,0,0,Low Risk
C000026,22,1951.12,0,0,0,0,0.0,0.0,Low Risk,0.0009606104423932105,0.0049425668336057,22,0,0,Low Risk
C000027,21,2626.01,0,0,0,0,0.0,0.0,Low Risk,0.0009831483263469428,0.0071038941692746,21,0,0,Low Risk
C000028,28,2425.18,0,0,0,0,0.0,0.0,Low Risk,0.01202487088907202,0.0457618492227479,28,0,0,Low Risk
C000029,18,1321.16,0,0,0,0,0.0,0.0,Low Risk,0.00017226029228851507,0.0008059447301203,18,0,0,Low Risk
C000030,16,1705.5,0,0,0,0,0.0,0.0,Low Risk,2.8152800214496016e-05,0.0001057627813992,16,0,0,Low Risk
C000031,22,1839.53,0,0,0,0,0.0,0.0,Low Risk,0.0004323784172364205,0.0038075927347981,22,0,0,Low Risk
C000032,18,1608.16,0,0,0,0,0.0,0.0,Low Risk,0.00015388978605646026,0.0004800270212702,18,0,0,Low Risk
C000033,15,1255.5,0,0,0,0,0.0,0.0,Low Risk,5.299247962687474e-05,0.0001264636875248,15,0,0,Low Risk
C000034,17,5460.31,1,0,0,0,0.0588235294117647,0.0,Low Risk,0.05838192865818665,0.9921021098493924,17,1,0,"High Risk (Fraud, Rules & Model)"
C000035,21,1595.38,0,0,0,0,0.0,0.0,Low Risk,0.0006140444184795054,0.0022719417954688,21,0,0,Low Risk
C000036,23,1981.17,0,0,0,0,0.0,0.0,Low Risk,0.0016987418762259027,0.0063939817942785,23,0,0,Low Risk
C000037,27,2463.71,0,0,0,0,0.0,0.0,Low Risk,0.009949875067046624,0.0344660713434055,27,0,0,Low Risk
C000038,25,1735.09,0,0,0,0,0.0,0.0,Low Risk,0.002590979598638804,0.014114447964043,25,0,0,Low Risk
C000039,23,1459.34,0,0,0,0,0.0,0.0,Low Risk,0.0016820217178995518,0.0066110838965842,23,0,0,Low Risk
C000040,18,1528.59,0,0,0,0,0.0,0.0,Low Risk,0.00019154215893385165,0.000612443421584,18,0,0,Low Risk
C000041,22,1867.39,0,0,0,0,0.0,0.0,Low Risk,0.0011058070000953633,0.0048126860565753,22,0,0,Low Risk
C000042,21,934.24,0,0,0,0,0.0,0.0,Low Risk,0.000279174657808032,0.0014395011021698,21,0,0,Low Risk
C000043,17,1638.38,0,0,0,0,0.0,0.0,Low Risk,8.109853864284344e-05,0.0003888702915238,17,0,0,Low Risk
C000044,20,1361.19,0,0,0,0,0.0,0.0,Low Risk,0.0002961464805614712,0.0014259010207616,20,0,0,Low Risk
C000045,20,1397.39,0,0,0,0,0.0,0.0,Low Risk,0.0003644002006083129,0.0010046610631512,20,0,0,Low Risk
C000046,22,1941.25,0,0,0,0,0.0,0.0,Low Risk,0.0008344311089678245,0.0032720700736737,22,0,0,Low Risk
C000047,13,1211.3,0,0,0,0,0.0,0.0,Low Risk,1.4739469890376965e-05,8.192220487083244e-05,13,0,0,Low Risk
C000048,17,1206.45,0,0,0,0,0.0,0.0,Low Risk,6.62314357601856e-05,0.0003349125252777,17,0,0,Low Risk
C000049,17,2935.85,0,0,0,0,0.0,0.0,Low Risk,0.00026796396866368135,0.0038562867734643,17,0,0,Low Risk
C000050,15,789.98,0,0,0,0,0.0,0.0,Low Risk,1.8695686421322458e-05,0.0001219221297327,15,0,0,Low Risk
C000051,16,1098.01,0,0,0,0,0.0,0.0,Low Risk,8.758911274354012e-05,0.0002269754887366,16,0,0,Low Risk
C000052,23,2422.59,0,0,0,0,0.0,0.0,Low Risk,0.0018064151867576992,0.0064467809376641,23,0,0,Low Risk
C000053,23,2015.07,0,0,0,0,0.0,0.0,Low Risk,0.0011599146893272723,0.0043592191753396,23,0,0,Low Risk
C000054,18,1419.88,0,0,0,0,0.0,0.0,Low Risk,0.0001257439860016654,0.0004314261484138,18,0,0,Low Risk
C000055,20,1236.5,0,0,0,0,0.0,0.0,Low Risk,0.0004500128651797784,0.0015686055681672,20,0,0,Low Risk
C000056,21,2580.68,0,0,0,0,0.0,0.0,Low Risk,0.0008965814904629097,0.0024221978466654,21,0,0,Low Risk
C000057,23,1814.17,0,0,0,0,0.0,0.0,Low Risk,0.00188750581335601,0.0056233181807505,23,0,0,Low Risk
C000058,20,2212.66,0,0,0,0,0.0,0.0,Low Risk,0.0003739724765171351,0.0012227657070387,20,0,0,Low Risk
C000059,24,2927.94,0,0,0,0,0.0,0.0,Low Risk,0.0030894115719254794,0.0103613230425705,24,0,0,Low Risk
C000060,29,3921.2,0,0,0,0,0.0,0.0,Low Risk,0.051694951428611455,0.7741905339117647,29,0,0,Medium Risk
C000061,22,1217.28,0,0,0,0,0.0,0.0,Low Risk,0.0005710175171382641,0.0029907487483017,22,0,0,Low Risk
C000062,20,8245.34,1,0,1,1,0.05,0.05,High Risk (Fraud & Rules),0.050115258159885254,0.9999999289989024,20,1,1,"High Risk (Fraud, Rules & Model)"
C000063,15,905.55,0,0,0,0,0.0,0.0,Low Risk,3.5066692613668796e-05,0.0001464305081086,15,0,0,Low Risk
C000064,22,1472.03,0,0,0,0,0.0,0.0,Low Risk,0.0009811883224114812,0.0036476700742,22,0,0,Low Risk
C000065,18,1752.27,0,0,0,0,0.0,0.0,Low Risk,0.00022480332771017235,0.0005503797667245,18,0,0,Low Risk
C000066,21,2420.3,0,0,0,0,0.0,0.0,Low Risk,0.0003138895218218641,0.0011393199244969,21,0,0,Low Risk
C000067,19,1562.41,0,0,0,0,0.0,0.0,Low Risk,0.0002318016357085251,0.0009379160791871,19,0,0,Low Risk
C000068,41,3124.17,11,5,0,5,0.2682926829268293,0.1219512195121951,High Risk (Fraud & Rules),0.5678419083131055,0.999554423586169,41,11,5,"High Risk (Fraud, Rules & Model)"
C000069,12,934.57,0,0,0,0,0.0,0.0,Low Risk,9.672080751596219e-06,2.8232423918695628e-05,12,0,0,Low Risk
C000070,19,1104.49,0,0,0,0,0.0,0.0,Low Risk,0.00031127106895511496,0.000691065742907,19,0,0,Low Risk
C000071,16,1006.27,0,0,0,0,0.0,0.0,Low Risk,5.184744512234728e-05,0.0001326096602953,16,0,0,Low Risk
C000072,14,1694.26,0,0,0,0,0.0,0.0,Low Risk,3.234866435113507e-05,0.0002504256012169,14,0,0,Low Risk
C000073,21,2176.91,0,0,0,0,0.0,0.0,Low Risk,0.0006347044806235268,0.0026425014798499,21,0,0,Low Risk
C000074,16,882.22,0,0,0,0,0.0,0.0,Low Risk,8.244870576156984e-05,0.0002569960280462,16,0,0,Low Risk
C000075,26,2560.85,0,0,0,0,0.0,0.0,Low Risk,0.004433324547064528,0.0176966625894513,26,0,0,Low Risk
C000076,21,1771.26,0,0,0,0,0.0,0.0,Low Risk,0.0004677548238561107,0.0039016782063378,21,0,0,Low Risk
C000077,14,805.55,0,0,0,0,0.0,0.0,Low Risk,3.1389031639827484e-05,9.741750856904492e-05,14,0,0,Low Risk
C000078,27,1994.0,0,0,0,0,0.0,0.0,Low Risk,0.008662618117217639,0.0250808592968209,27,0,0,Low Risk
C000079,20,2741.78,0,0,0,0,0.0,0.0,Low Risk,0.00012515487359114613,0.000772386807627,20,0,0,Low Risk
C000080,23,1407.25,0,0,0,0,0.0,0.0,Low Risk,0.0009830398022533484,0.0043066957571691,23,0,0,Low Risk
C000081,20,1959.79,0,0,0,0,0.0,0.0,Low Risk,0.00038264949103296807,0.0015849807913928,20,0,0,Low Risk
C000082,9,574.32,0,0,0,0,0.0,0.0,Low Risk,1.0390073782233181e-06,5.2086960081857566e-06,9,0,0,Low Risk
C000083,18,1324.66,0,0,0,0,0.0,0.0,Low Risk,0.00012888360113881352,0.0005840043469244,18,0,0,Low Risk
C000084,19,1533.43,0,0,0,0,0.0,0.0,Low Risk,0.0003232353749302247,0.0011789871990157,19,0,0,Low Risk
C000085,17,779.86,0,0,0,0,0.0,0.0,Low Risk,0.00010845747816031676,0.0003370358849087,17,0,0,Low Risk
C000086,25,2638.19,0,0,0,0,0.0,0.0,Low Risk,0.0038439052343036055,0.0133488284203875,25,0,0,Low Risk
C000087,22,2764.61,0,0,0,0,0.0,0.0,Low Risk,0.0020375977957837344,0.0225028361473858,22,0,0,Low Risk
C000088,28,3292.05,0,0,0,0,0.0,0.0,Low Risk,0.014628269290597616,0.0521552944086133,28,0,0,Low Risk
C000089,25,2710.82,0,0,0,0,0.0,0.0,Low Risk,0.005631527404207455,0.0292955501914064,25,0,0,Low Risk
C000090,24,1978.1,0,0,0,0,0.0,0.0,Low Risk,0.0031754743334186934,0.0094096504826371,24,0,0,Low Risk
C000091,27,2129.83,0,0,0,0,0.0,0.0,Low Risk,0.009626830805673704,0.0373644027884513,27,0,0,Low Risk
C000092,23,2368.82,0,0,0,0,0.0,0.0,Low Risk,0.0028187426857551783,0.0088105630275901,23,0,0,Low Risk
C000093,25,1437.99,0,0,0,0,0.0,0.0,Low Risk,0.005112577628753882,0.0248409889477479,25,0,0,Low Risk
C000094,23,2261.9,0,0,0,0,0.0,0.0,Low Risk,0.0016469039549903035,0.0056974112011888,23,0,0,Low Risk
C000095,17,1128.74,0,0,0,0,0.0,0.0,Low Risk,0.00010969931634787686,0.0003785977918851,17,0,0,Low Risk
C000096,19,1852.31,0,0,0,0,0.0,0.0,Low Risk,0.00024514658138867566,0.0009364512964068,19,0,0,Low Risk
C000097,21,1868.88,0,0,0,0,0.0,0.0,Low Risk,0.0006694602619882779,0.0034942514227002,21,0,0,Low Risk
C000098,29,13130.65,1,0,1,1,0.0344827586206896,0.0344827586206896,High Risk (Fraud & Rules),0.06941294170250424,1.0,29,1,1,"High Risk (Fraud, Rules & Model)"
C000099,17,1341.38,0,0,0,0,0.0,0.0,Low Risk,8.576159323071341e-05,0.0003611433747863,17,0,0,Low Risk
C000100,20,1914.32,0,0,0,0,0.0,0.0,Low Risk,0.00043299838621112756,0.0052547941227601,20,0,0,Low Risk
C000101,21,1329.28,0,0,0,0,0.0,0.0,Low Risk,0.0005448779510214668,0.0015908496543147,21,0,0,Low Risk
C000102,26,3123.73,0,0,0,0,0.0,0.0,Low Risk,0.005085647959661015,0.0200682705966708,26,0,0,Low Risk
C000103,21,1576.61,0,0,0,0,0.0,0.0,Low Risk,0.000881156147101241,0.0037841933627103,21,0,0,Low Risk
C000104,13,5390.18,1,0,0,0,0.0769230769230769,0.0,Low Risk,0.07565569415826044,0.9834776081614928,13,1,0,"High Risk (Fraud, Rules & Model)"
C000105,13,1094.48,0,0,0,0,0.0,0.0,Low Risk,9.591215674514382e-06,3.2883063312812814e-05,13,0,0,Low Risk
C000106,22,1424.04,0,0,0,0,0.0,0.0,Low Risk,0.0002538301427896975,0.0027372937711758,22,0,0,Low Risk
C000107,21,1181.08,0,0,0,0,0.0,0.0,Low Risk,0.000721293656957137,0.0029659170353402,21,0,0,Low Risk
C000108,22,2109.85,0,0,0,0,0.0,0.0,Low Risk,0.0007247232999960408,0.003038501326074,22,0,0,Low Risk
C000109,19,2588.11,0,0,0,0,0.0,0.0,Low Risk,0.0002994923357340737,0.0013888021866013,19,0,0,Low Risk
C000110,25,11716.82,1,0,1,1,0.04,0.04,High Risk (Fraud & Rules),0.044655299194576,0.9999999999999634,25,1,1,"High Risk (Fraud, Rules & Model)"
C000111,23,1703.05,0,0,0,0,0.0,0.0,Low Risk,0.0021933645252268526,0.0068414948386516,23,0,0,Low Risk
C000112,24,2670.95,0,0,0,0,0.0,0.0,Low Risk,0.0026364721747985636,0.0220665449647129,24,0,0,Low Risk
C000113,22,1596.62,0,0,0,0,0.0,0.0,Low Risk,0.0007783604313097444,0.0049647060925006,22,0,0,Low Risk
C000114,22,1689.39,0,0,0,0,0.0,0.0,Low Risk,0.0010473981597788123,0.0059817731895511,22,0,0,Low Risk
C000115,18,1685.06,0,0,0,0,0.0,0.0,Low Risk,0.00019237039959173796,0.0010264558640155,18,0,0,Low Risk
C000116,11,805.54,0,0,0,0,0.0,0.0,Low Risk,3.5949308509609805e-06,1.1797547686559937e-05,11,0,0,Low Risk
C000117,26,3092.9,0,0,0,0,0.0,0.0,Low Risk,0.007749854762276314,0.0233150630735548,26,0,0,Low Risk
C000118,19,2212.35,0,0,0,0,0.0,0.0,Low Risk,0.00020850134047909765,0.0010877062474949,19,0,0,Low Risk
C000119,26,2019.47,0,0,0,0,0.0,0.0,Low Risk,0.0073847068337663,0.0226121467058548,26,0,0,Low Risk
C000120,10,1214.79,0,0,0,0,0.0,0.0,Low Risk,2.506961954734795e-06,1.4312813988193653e-05,10,0,0,Low Risk
C000121,15,1110.07,0,0,0,0,0.0,0.0,Low Risk,3.443622754366304e-05,0.0001077577951016,15,0,0,Low Risk
C000122,17,2206.36,0,0,0,0,0.0,0.0,Low Risk,9.798701559070471e-05,0.0005424597108912,17,0,0,Low Risk
C000123,23,1465.57,0,0,0,0,0.0,0.0,Low Risk,0.0014476568660728858,0.0051786764380917,23,0,0,Low Risk
C000124,15,1547.01,0,0,0,0,0.0,0.0,Low Risk,5.560409420469764e-05,0.0003656309588403,15,0,0,Low Risk
C000125,17,1222.38,0,0,0,0,0.0,0.0,Low Risk,0.00011444706146866799,0.0003137914023656,17,0,0,Low Risk
C000126,16,1651.09,0,0,0,0,0.0,0.0,Low Risk,7.326476368748926e-05,0.0002555070781521,16,0,0,Low Risk
C000127,22,1677.97,0,0,0,0,0.0,0.0,Low Risk,0.0009445066755313282,0.0033950247307477,22,0,0,Low Risk
C000128,20,2082.7,0,0,0,0,0.0,0.0,Low Risk,0.0010527446004310547,0.0119501587142508,20,0,0,Low Risk
C000129,22,1445.87,0,0,0,0,0.0,0.0,Low Risk,0.0009908186269419232,0.0033301991228783,22,0,0,Low Risk
C000130,28,9212.65,1,0,1,1,0.0357142857142857,0.0357142857142857,High Risk (Fraud & Rules),0.05929671989610591,0.9999999999591068,28,1,1,"High Risk (Fraud, Rules & Model)"
C000131,25,9278.37,1,0,1,1,0.04,0.04,High Risk (Fraud & Rules),0.04527514143295596,0.9999999923605896,25,1,1,"High Risk (Fraud, Rules & Model)"
C000132,15,896.3,0,0,0,0,0.0,0.0,Low Risk,1.9664138586725507e-05,9.73418737925726e-05,15,0,0,Low Risk
C000133,18,1599.92,0,0,0,0,0.0,0.0,Low Risk,0.00025925217531867165,0.0010077421295687,18,0,0,Low Risk
C000134,20,1488.83,0,0,0,0,0.0,0.0,Low Risk,0.0002732523036951517,0.0008845403705371,20,0,0,Low Risk
C000135,19,1256.63,0,0,0,0,0.0,0.0,Low Risk,0.00015679794667686114,0.0008784498872045,19,0,0,Low Risk
C000136,23,1668.47,0,0,0,0,0.0,0.0,Low Risk,0.001457917024011989,0.0067492546790252,23,0,0,Low Risk
C000137,25,1250.12,0,0,0,0,0.0,0.0,Low Risk,0.0015256004972715254,0.0063299272232453,25,0,0,Low Risk
C000138,17,1054.16,0,0,0,0,0.0,0.0,Low Risk,0.0001315871414614906,0.0005219626405935,17,0,0,Low Risk
C000139,29,2082.74,0,0,0,0,0.0,0.0,Low Risk,0.0182919429557653,0.0831902191244231,29,0,0,Low Risk
C000140,18,1311.85,0,0,0,0,0.0,0.0,Low Risk,6.429316083040721e-05,0.0004191111656297,18,0,0,Low Risk
C000141,22,1680.13,0,0,0,0,0.0,0.0,Low Risk,0.0010738157194798961,0.0031629517010386,22,0,0,Low Risk
C000142,16,1644.84,0,0,0,0,0.0,0.0,Low Risk,5.123461216974695e-05,0.0001633724143665,16,0,0,Low Risk
C000143,16,683.42,0,0,0,0,0.0,0.0,Low Risk,5.5564528806937304e-05,0.0001632610636979,16,0,0,Low Risk
C000144,26,1358.72,0,0,0,0,0.0,0.0,Low Risk,0.005188025940768334,0.0187398972433676,26,0,0,Low Risk
C000145,16,1616.74,0,0,0,0,0.0,0.0,Low Risk,4.159362001072612e-05,0.0001445366345805,16,0,0,Low Risk
C000146,20,2513.21,0,0,0,0,0.0,0.0,Low Risk,0.0006508962838044566,0.0028237280827107,20,0,0,Low Risk
C000147,23,1582.46,0,0,0,0,0.0,0.0,Low Risk,0.0011303696971854715,0.0042579446285432,23,0,0,Low Risk
C000148,18,1582.73,0,0,0,0,0.0,0.0,Low Risk,0.00018429597715763994,0.0006728299345749,18,0,0,Low Risk
C000149,26,2610.15,0,0,0,0,0.0,0.0,Low Risk,0.006296813609708411,0.0224515371720579,26,0,0,Low Risk
C000150,27,1963.91,0,0,0,0,0.0,0.0,Low Risk,0.007471945874518214,0.0279495089950269,27,0,0,Low Risk
C000151,12,1230.22,0,0,0,0,0.0,0.0,Low Risk,1.5788247621337865e-05,3.687114331105273e-05,12,0,0,Low Risk
C000152,36,2483.66,0,0,0,0,0.0,0.0,Low Risk,0.2372371938953629,0.6640040494646966,36,0,0,Medium Risk
C000153,17,1995.77,0,0,0,0,0.0,0.0,Low Risk,0.00013377545475801804,0.0003774958424025,17,0,0,Low Risk
C000154,21,1959.7,0,0,0,0,0.0,0.0,Low Risk,0.0015013756732252827,0.019597593075187,21,0,0,Low Risk
C000155,21,13340.22,1,0,1,1,0.0476190476190476,0.0476190476190476,High Risk (Fraud & Rules),0.04789712081161977,0.9999999999999996,21,1,1,"High Risk (Fraud, Rules & Model)"
C000156,14,1130.21,0,0,0,0,0.0,0.0,Low Risk,2.4492535930167105e-05,9.109528797180772e-05,14,0,0,Low Risk
C000157,19,1274.88,0,0,0,0,0.0,0.0,Low Risk,0.0002474732226381809,0.0007554336955082,19,0,0,Low Risk
C000158,15,1740.16,0,0,0,0,0.0,0.0,Low Risk,3.5286780960974546e-05,0.0001142737877667,15,0,0,Low Risk
C000159,19,1265.15,0,0,0,0,0.0,0.0,Low Risk,0.00012636477183613752,0.0006825644535165,19,0,0,Low Risk
C000160,21,1456.44,0,0,0,0,0.0,0.0,Low Risk,0.0007513692676014891,0.0023819601778106,21,0,0,Low Risk
C000161,16,1163.45,0,0,0,0,0.0,0.0,Low Risk,6.687969882370918e-05,0.0002449514353374,16,0,0,Low Risk
C000162,19,1394.95,0,0,0,0,0.0,0.0,Low Risk,0.00024153185027001094,0.0007672410002182,19,0,0,Low Risk
C000163,18,7282.43,1,0,1,1,0.0555555555555555,0.0555555555555555,High Risk (Fraud & Rules),0.055635715914743,0.9999992498913048,18,1,1,"High Risk (Fraud, Rules & Model)"
C000164,15,1262.27,0,0,0,0,0.0,0.0,Low Risk,3.0456434282709174e-05,9.050020124196124e-05,15,0,0,Low Risk
C000165,12,1708.97,0,0,0,0,0.0,0.0,Low Risk,7.445661561987351e-06,2.1283481678899304e-05,12,0,0,Low Risk
C000166,27,2399.8,0,0,0,0,0.0,0.0,Low Risk,0.010260916440429925,0.0312914398593357,27,0,0,Low Risk
C000167,22,2135.39,0,0,0,0,0.0,0.0,Low Risk,0.0005359925330517471,0.0027367136780529,22,0,0,Low Risk
C000168,20,2085.52,0,0,0,0,0.0,0.0,Low Risk,0.0003982976071048326,0.0010914588639199,20,0,0,Low Risk
C000169,20,1389.28,0,0,0,0,0.0,0.0,Low Risk,0.00018020159261447876,0.0008945337207039,20,0,0,Low Risk
C000170,16,1577.41,0,0,0,0,0.0,0.0,Low Risk,0.00010159329210468239,0.0007015438618145,16,0,0,Low Risk
C000171,19,1109.18,0,0,0,0,0.0,0.0,Low Risk,0.000344572471381849,0.0010005080074018,19,0,0,Low Risk
C000172,23,1936.65,0,0,0,0,0.0,0.0,Low Risk,0.0011032340352944427,0.0052263858727228,23,0,0,Low Risk
C000173,19,1374.0,0,0,0,0,0.0,0.0,Low Risk,0.0003473146814359622,0.0009124166423396,19,0,0,Low Risk
C000174,23,1282.11,0,0,0,0,0.0,0.0,Low Risk,0.000919816225173063,0.0035890892005167,23,0,0,Low Risk
C000175,20,1198.16,0,0,0,0,0.0,0.0,Low Risk,0.0003454103433996641,0.001227653713738,20,0,0,Low Risk
C000176,18,1529.86,0,0,0,0,0.0,0.0,Low Risk,0.0001798832418771443,0.0004572701518312,18,0,0,Low Risk
C000177,25,1814.0,0,0,0,0,0.0,0.0,Low Risk,0.00350250690319298,0.0156880868403027,25,0,0,Low Risk
C000178,21,1758.49,0,0,0,0,0.0,0.0,Low Risk,0.0006578341701486177,0.0027226023052613,21,0,0,Low Risk
C000179,18,1771.8,0,0,0,0,0.0,0.0,Low Risk,0.0001255864093763039,0.0003796542278134,18,0,0,Low Risk
C000180,25,1585.8,0,0,0,0,0.0,0.0,Low Risk,0.00399382840737542,0.0167880333181169,25,0,0,Low Risk
C000181,14,1107.85,0,0,0,0,0.0,0.0,Low Risk,1.896301792904342e-05,5.9775850456168247e-05,14,0,0,Low Risk
C000182,14,986.09,0,0,0,0,0.0,0.0,Low Risk,1.7489591474920055e-05,8.785955926633535e-05,14,0,0,Low Risk
C000183,18,1138.22,0,0,0,0,0.0,0.0,Low Risk,0.00017410378178054432,0.0006855494177176,18,0,0,Low Risk
C000184,22,1404.19,0,0,0,0,0.0,0.0,Low Risk,0.0006127445063675694,0.0031012261440654,22,0,0,Low Risk
C000185,19,1892.64,0,0,0,0,0.0,0.0,Low Risk,0.0001850747214914669,0.0005702854102834,19,0,0,Low Risk
C000186,24,1462.26,0,0,0,0,0.0,0.0,Low Risk,0.0022220023657036616,0.0077752060415163,24,0,0,Low Risk
C000187,17,1685.84,0,0,0,0,0.0,0.0,Low Risk,8.635156902636696e-05,0.0003260836472478,17,0,0,Low Risk
C000188,20,1794.69,0,0,0,0,0.0,0.0,Low Risk,0.00038932908486819944,0.0014429657126913,20,0,0,Low Risk
C000189,17,1340.11,0,0,0,0,0.0,0.0,Low Risk,5.199632477099403e-05,0.0002753389890022,17,0,0,Low Risk
C000190,21,1441.18,0,0,0,0,0.0,0.0,Low Risk,0.0003462878272150405,0.0014016373836885,21,0,0,Low Risk
C000191,15,1148.5,0,0,0,0,0.0,0.0,Low Risk,4.147645432099656e-05,0.0001482511272899,15,0,0,Low Risk
C000192,22,1371.02,0,0,0,0,0.0,0.0,Low Risk,0.0008840397894364916,0.0031372548746508,22,0,0,Low Risk
C000193,18,976.74,0,0,0,0,0.0,0.0,Low Risk,0.00010833907359833619,0.0003164650176882,18,0,0,Low Risk
C000194,23,1424.84,0,0,0,0,0.0,0.0,Low Risk,0.0014383921543737526,0.0063676683195119,23,0,0,Low Risk
C000195,12,1200.89,0,0,0,0,0.0,0.0,Low Risk,1.479151230700298e-05,3.624276110771202e-05,12,0,0,Low Risk
C000196,23,1761.64,0,0,0,0,0.0,0.0,Low Risk,0.0013962394340241288,0.006792400832511,23,0,0,Low Risk
C000197,17,10941.909999999998,1,0,1,1,0.0588235294117647,0.0588235294117647,High Risk (Fraud & Rules),0.05883285844135414,0.9999999999990734,17,1,1,"High Risk (Fraud, Rules & Model)"
C000198,24,1603.8100000000002,0,0,0,0,0.0,0.0,Low Risk,0.0022091843232808755,0.0085008171383634,24,0,0,Low Risk
C000199,16,1083.57,0,0,0,0,0.0,0.0,Low Risk,4.60788869568629e-05,0.0001599227383865,16,0,0,Low Risk
C000200,20,1604.39,0,0,0,0,0.0,0.0,Low Risk,0.0003312411672734063,0.0015788181120328,20,0,0,Low Risk
C000201,22,2423.01,0,0,0,0,0.0,0.0,Low Risk,0.0005098426661448796,0.0026542007236388,22,0,0,Low Risk
C000202,17,1339.93,0,0,0,0,0.0,0.0,Low Risk,7.856766098937109e-05,0.000685681748186,17,0,0,Low Risk
C000203,20,1213.46,0,0,0,0,0.0,0.0,Low Risk,0.0003811959315701601,0.0015555647478708,20,0,0,Low Risk
C000204,19,1798.22,0,0,0,0,0.0,0.0,Low Risk,0.00018261130750925328,0.0006618726533201,19,0,0,Low Risk
C000205,18,875.76,0,0,0,0,0.0,0.0,Low Risk,0.00010567559769556621,0.0004297480317039,18,0,0,Low Risk
C000206,15,1427.62,0,0,0,0,0.0,0.0,Low Risk,3.108764095326708e-05,9.660884755389054e-05,15,0,0,Low Risk
C000207,24,1197.64,0,0,0,0,0.0,0.0,Low Risk,0.0020604412823612304,0.0095739635962967,24,0,0,Low Risk
C000208,25,1692.27,0,0,0,0,0.0,0.0,Low Risk,0.003914635227627378,0.0166848764754267,25,0,0,Low Risk
C000209,18,1486.09,0,0,0,0,0.0,0.0,Low Risk,0.00023913052704978302,0.0018694339019462,18,0,0,Low Risk
C000210,20,1777.89,0,0,0,0,0.0,0.0,Low Risk,0.0003753456499079924,0.0014390468473142,20,0,0,Low Risk
